circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,promoter_strength,promoter_type,promoter_leakiness,promoter_noise_sensitivity,promoter_copy_number_effect,rbs_efficiency,rbs_strength_class,rbs_temperature_sensitivity,reporter_signal_strength,reporter_gene_type,reporter_pH_sensitivity,reporter_maturation_time,terminator_efficiency,terminator_stability,terminator_type,env_pH_variation,env_temperature_variation,env_immune_signal_level,env_metabolic_flux_noise,env_ionic_strength,env_oxidative_stress,env_pH_actual,env_temperature_actual,env_total_stress,perf_signal_strength,perf_noise_level,perf_snr,perf_false_positive_rate,perf_sensitivity,perf_response_time,perf_steady_state_protein,perf_background_noise,sim_duration,sim_method,sim_random_seed,sim_transcription_rate,sim_translation_rate,sim_protein_degradation_rate,sim_mRNA_degradation_rate,robustness_score,performance_class,noise_tolerance
pT7,RBS5,CFP,T3,feedforward,genomic_integration,1.0,synthetic,0.01,0.6,1.3,0.8,medium_strong,0.25,0.75,fluorescent_protein,0.35,50,0.98,0.95,very_strong,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,602.7240946131444,7.405091256913936,81.39320282520448,0.5,1.0,78.78787878787878,602.7290946131444,0.005,300.0,numerical_ode,146,0.4666990911374918,0.7822977600035727,0.011246670667582932,0.05065610353125126,40.69660141260224,high,low
pT7,RBS5,CFP,T3,feedforward,genomic_integration,1.0,synthetic,0.01,0.6,1.3,0.8,medium_strong,0.25,0.75,fluorescent_protein,0.35,50,0.98,0.95,very_strong,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,340.98433137929106,3.089538065486564,110.36741550086397,0.5,1.0,72.72727272727272,340.98933137929106,0.005,300.0,numerical_ode,147,0.30627008965319413,0.7516155238970094,0.013405019435404201,0.0486021878883775,55.183707750431985,high,low
pT7,RBS5,CFP,T3,feedforward,genomic_integration,1.0,synthetic,0.01,0.6,1.3,0.8,medium_strong,0.25,0.75,fluorescent_protein,0.35,50,0.98,0.95,very_strong,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,360.8788036646556,1.9702549220477457,183.1635082477466,0.39555098440954917,1.0,63.63636363636363,360.8838036646556,0.005,300.0,numerical_ode,148,0.4345431091382875,0.7287679665222064,0.016197136052117932,0.053273848199816336,110.71300225244384,high,low
pT7,RBS5,CFP,T3,feedforward,genomic_integration,1.0,synthetic,0.01,0.6,1.3,0.8,medium_strong,0.25,0.75,fluorescent_protein,0.35,50,0.98,0.95,very_strong,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,515.5619187673133,4.401380115696832,117.13642203468011,0.5,1.0,72.72727272727272,515.5669187673133,0.005,300.0,numerical_ode,149,0.45912585419466834,0.7702616961086225,0.013487550522314718,0.04913136779224941,58.568211017340055,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.26460785189514957,0.3601414875305009,0.0670904012941305,0.03453115195011839,0.03798355589573335,0.029684801414024804,7.26460785189515,37.3601414875305,0.07831865186703445,1022.2738815181413,13.596425743303861,75.18695727968091,0.5,-330.8878893779104,78.78787878787878,1022.2838815181412,0.01,300.0,numerical_ode,150,0.8701820425126056,0.6938042470974369,0.010987471053142616,0.050360141487530506,-12439.226801510367,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,1025.0526996372737,13.115618337855427,78.15511806093643,0.5,-287.4305689432292,78.78787878787878,1025.0626996372737,0.01,300.0,numerical_ode,151,0.8743792077652092,0.6893274540455215,0.01117492572544742,0.04944941922771493,-11232.085025040104,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,1124.6738014663986,14.579139063184106,77.14267602443516,0.5,-463.50339638710983,78.78787878787878,1124.6838014663986,0.01,300.0,numerical_ode,152,0.9625873822781809,0.6867109121314016,0.011026191786491018,0.049949359855496304,-17877.946171858082,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,769.4309522863028,8.571120443261824,89.77017151721279,0.5,1.0,75.75757575757575,769.4409522863028,0.01,300.0,numerical_ode,153,0.7280679508104317,0.6707617876803209,0.01187199262646267,0.05078571773092158,44.885085758606394,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,1047.6009047519992,12.510503577759081,83.73770873735273,0.5,-236.7005237499191,78.78787878787878,1047.6109047519992,0.01,300.0,numerical_ode,154,0.9467848463521529,0.6840838689349212,0.011468272291245769,0.05089991239982809,-9910.379757874785,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,791.8051961870206,6.809686089029969,116.27631374412034,0.5,1.0,72.72727272727272,791.8151961870205,0.01,300.0,numerical_ode,155,0.8264889328050229,0.6546651538698625,0.013346305776807083,0.049404433726590646,58.13815687206017,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,1056.1121440029478,13.153569077792762,80.29091859075629,0.5,-299.7470340008201,78.78787878787878,1056.1221440029478,0.01,300.0,numerical_ode,156,0.9333981822749836,0.6849611279473073,0.011246670667582932,0.05065610353125126,-12033.482352390254,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,598.4096276279093,5.387836443684858,111.06677678185866,0.5,1.0,72.72727272727272,598.4196276279093,0.01,300.0,numerical_ode,157,0.6125401793063883,0.6585893437270656,0.013405019435404201,0.0486021878883775,55.53338839092933,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,634.0172234788909,3.0979200607515263,204.6590005699128,0.5,1.0,63.63636363636363,634.0272234788908,0.01,300.0,numerical_ode,158,0.869086218276575,0.6397943537396579,0.016197136052117932,0.053273848199816336,102.3295002849564,high,low
pT7,RBS2,CFP,T2,simple,low_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.9,0.8,medium,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,903.402348692394,7.19325471248177,125.5902070483902,0.5,1.0,72.72727272727272,903.412348692394,0.01,300.0,numerical_ode,159,0.9182517083893367,0.6745669776988878,0.013487550522314718,0.04913136779224941,62.7951035241951,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.26460785189514957,0.3601414875305009,0.0670904012941305,0.03453115195011839,0.03798355589573335,0.029684801414024804,7.26460785189515,37.3601414875305,0.07831865186703445,450.67013781741866,6.0881704299036725,74.02390307666685,0.5,1.0,78.78787878787878,450.7101378174187,0.04,300.0,numerical_ode,160,0.2686673602514212,0.9897190492033264,0.010987471053142616,0.050360141487530506,37.01195153833343,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,449.4306625682285,5.500365962039166,81.7092291076592,0.5,1.0,78.78787878787878,449.47066256822853,0.04,300.0,numerical_ode,161,0.2693009377494552,0.9825799735762712,0.01117492572544742,0.04944941922771493,40.8546145538296,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,485.5375478100895,6.604987273482321,73.51074691081146,0.5,1.0,78.78787878787878,485.5775478100895,0.04,300.0,numerical_ode,162,0.29062184294078575,0.980816833414447,0.011026191786491018,0.049949359855496304,36.75537345540573,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,350.16631444678393,3.5129604420949168,99.67841090688911,0.5,1.0,75.75757575757575,350.20631444678395,0.04,300.0,numerical_ode,163,0.2328506660112951,0.955210033614776,0.01187199262646267,0.05078571773092158,49.839205453444556,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,448.64952553633026,5.044026822754939,88.94669701444758,0.5,1.0,78.78787878787878,448.6895255363303,0.04,300.0,numerical_ode,164,0.2844685929550291,0.9737321581235499,0.011468272291245769,0.05089991239982809,44.47334850722379,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,343.6951892890677,2.9106931517510817,118.08018618599478,0.5,1.0,72.72727272727272,343.7351892890677,0.04,300.0,numerical_ode,165,0.25138814584071906,0.9330026338664927,0.013346305776807083,0.049404433726590646,59.04009309299739,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,453.6846731910265,5.576213222911475,81.36071112326418,0.5,1.0,78.78787878787878,453.7246731910265,0.04,300.0,numerical_ode,166,0.28135082990139665,0.9759411088151172,0.011246670667582932,0.05065610353125126,40.68035556163209,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,284.79753985860395,2.808279626976412,101.4135263179745,0.5,1.0,72.72727272727272,284.837539858604,0.04,300.0,numerical_ode,167,0.20582063116438515,0.9355518606547653,0.013405019435404201,0.0486021878883775,50.70676315898725,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,269.13399993325663,1.4467273086636459,186.0295290768085,0.3013454617327292,1.0,63.63636363636363,269.17399993325665,0.04,300.0,numerical_ode,168,0.2619341216830726,0.9018640308696411,0.016197136052117932,0.053273848199816336,129.97037474123547,high,low
pLac,RBS3,YFP,T2,toggle_switch,genomic_integration,0.6,inducible,0.08,0.2,1.0,1.0,very_strong,0.4,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,385.6826950341041,3.438815881400878,112.15566879288335,0.5,1.0,72.72727272727272,385.7226950341041,0.04,300.0,numerical_ode,169,0.2754907844633889,0.9603071475478786,0.013487550522314718,0.04913136779224941,56.07783439644167,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.26460785189514957,0.3601414875305009,0.0670904012941305,0.03453115195011839,0.03798355589573335,0.029684801414024804,7.26460785189515,37.3601414875305,0.07831865186703445,4118.997800982041,53.81484043662114,76.54018422358922,0.5,-16242.590826793934,78.78787878787878,4119.097800982041,0.1,300.0,numerical_ode,170,4.087106010003614,0.5951183172214212,0.010987471053142616,0.050360141487530506,-621605.447075594,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,4115.3687377840915,52.33732903198841,78.63161559637082,0.5,-15681.034830557155,78.78787878787878,4115.468737784092,0.1,300.0,numerical_ode,171,4.091917881891024,0.5915041631285035,0.01117492572544742,0.04944941922771493,-616512.5514748361,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,4382.202141213095,56.926881448198564,76.97948719008511,0.5,-18507.8772326474,78.78787878787878,4382.302141213096,0.1,300.0,numerical_ode,172,4.373169856041774,0.5886689798588964,0.011026191786491018,0.049949359855496304,-712363.4491731242,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,3266.308152339422,36.18361065596464,90.27037636999866,0.5,-7697.136684893282,75.75757575757575,3266.408152339422,0.1,300.0,numerical_ode,173,3.600987095930669,0.5758450026474085,0.01187199262646267,0.05078571773092158,-347411.71275832015,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,4058.079130378724,48.55110405490618,83.58366322194165,0.5,-14079.908773644607,78.78787878787878,4058.179130378724,0.1,300.0,numerical_ode,174,4.27027743719581,0.5874167554792623,0.011468272291245769,0.05089991239982809,-588425.1765659861,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,3121.6997323196656,26.886389358568785,116.10706408686183,0.5,-4744.281342644085,72.72727272727272,3121.7997323196655,0.1,300.0,numerical_ode,175,3.7966331826048765,0.5618115505298753,0.013346305776807083,0.049404433726590646,-275422.2889482398,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,4108.440261454998,50.99810730142912,80.56064193072254,0.5,-15159.44472125792,78.78787878787878,4108.5402614549985,0.1,300.0,numerical_ode,176,4.23024776266271,0.5878819747162886,0.011246670667582932,0.05065610353125126,-610627.2990289206,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,2727.972814583352,23.301713067900533,117.07177093092325,0.5,-3265.8040472958696,72.72727272727272,2728.072814583352,0.1,300.0,numerical_ode,177,3.252748797759292,0.5660921694526547,0.013405019435404201,0.0486021878883775,-191166.73166515204,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,2477.956668663499,12.108322032453062,204.64905558524217,0.5,-470.18975760065246,63.63636363636363,2478.056668663499,0.1,300.0,numerical_ode,178,3.9380737467468396,0.552033531261525,0.016197136052117932,0.053273848199816336,-48111.944919413734,high,low
pBAD,RBS4,RFP,T3,feedforward,high_copy_plasmid,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.9,fluorescent_protein,0.2,60,0.98,0.95,very_strong,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,3489.4495704089677,29.307611100175922,119.06291367391667,0.5,-6063.564173321906,72.72727272727272,3489.5495704089676,0.1,300.0,numerical_ode,179,4.1324763065502435,0.5792082556342066,0.013487550522314718,0.04913136779224941,-360972.80886224,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.5292157037902991,0.7202829750610018,0.134180802588261,0.06906230390023678,0.0759671117914667,0.05936960282804961,7.5292157037903,37.720282975061004,0.1566373037340689,242.4412780162785,2.679035389998667,90.49573548798813,0.5,1.0,75.75757575757575,242.48127801627848,0.04,300.0,numerical_ode,180,0.22464649504085946,0.6876234612148276,0.011974942106285231,0.050720282975061,45.247867743994064,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,306.3419772102075,3.830728870568855,79.96963177524918,0.5,1.0,78.78787878787878,306.38197721020754,0.04,300.0,numerical_ode,181,0.2623137623295627,0.6893274540455215,0.01117492572544742,0.04944941922771493,39.98481588762459,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,337.9850235282039,4.507851795449047,74.97695995006325,0.5,1.0,78.78787878787878,338.0250235282039,0.04,300.0,numerical_ode,182,0.28877621468345427,0.6867109121314016,0.011026191786491018,0.049949359855496304,37.48847997503162,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,230.2847367243545,2.390724077534191,96.32426380290265,0.49014481550683825,1.0,75.75757575757575,230.3247367243545,0.04,300.0,numerical_ode,183,0.21842038524312948,0.6707617876803209,0.01187199262646267,0.05078571773092158,49.111425292396916,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,314.4217317856986,3.935253322183603,79.89872723396408,0.5,1.0,78.78787878787878,314.46173178569865,0.04,300.0,numerical_ode,184,0.2840354539056459,0.6840838689349212,0.011468272291245769,0.05089991239982809,39.94936361698204,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,238.05298083287514,2.002670265029289,118.86778617017796,0.4125340530058578,1.0,72.72727272727272,238.09298083287513,0.04,300.0,numerical_ode,185,0.24794667984150684,0.6546651538698625,0.013346305776807083,0.049404433726590646,69.83077656956078,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,316.6087685170964,4.198249318664152,75.41447505500666,0.5,1.0,78.78787878787878,316.6487685170964,0.04,300.0,numerical_ode,186,0.2800194546824951,0.6849611279473073,0.011246670667582932,0.05065610353125126,37.70723752750333,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,178.79076886954758,1.4624703788762123,122.25257444662469,0.3044940757752425,1.0,72.72727272727272,178.83076886954757,0.04,300.0,numerical_ode,187,0.18376205379191646,0.6585893437270656,0.013405019435404201,0.0486021878883775,85.02738977935567,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,189.89507691553072,0.9689929992521296,195.97156745414267,0.20579859985042592,1.0,63.63636363636363,189.93507691553071,0.04,300.0,numerical_ode,188,0.26072586548297244,0.6397943537396579,0.016197136052117932,0.053273848199816336,155.64089326158683,high,low
pLac,RBS2,CFP,T1,with_repressor,genomic_integration,0.6,inducible,0.08,0.2,1.0,0.7,medium,0.2,0.75,fluorescent_protein,0.35,50,0.95,0.9,strong,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,270.47824135385116,2.3459510869373026,115.29577187688393,0.48119021738746054,1.0,72.72727272727272,270.5182413538512,0.04,300.0,numerical_ode,189,0.275475512516801,0.6745669776988878,0.013487550522314718,0.04913136779224941,59.8165743435911,high,low
pTet,RBS2,YFP,T3,simple,high_copy_plasmid,0.7,inducible,0.03,0.25,1.0,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.98,0.95,very_strong,0.882026172983832,1.2004716251016698,0.22363467098043502,0.11510383983372796,0.12661185298577785,0.09894933804674935,7.882026172983832,38.20047162510167,0.2610621728901149,2280.4398107670945,19.671503502042196,115.9260557044026,0.5,-1984.975345442736,72.72727272727272,2280.5898107670946,0.15,300.0,numerical_ode,190,2.366521987556649,0.6794056954023875,0.013291570177142054,0.051200471625101676,-115055.1812338302,high,low
pTet,RBS2,YFP,T3,simple,high_copy_plasmid,0.7,inducible,0.03,0.25,1.0,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.98,0.95,very_strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,3682.032613362769,46.59835587964897,79.01636321402562,0.5,-12128.070594989213,78.78787878787878,3682.182613362769,0.15,300.0,numerical_ode,191,3.141844273743644,0.6893274540455215,0.01117492572544742,0.04944941922771493,-479158.0156095057,high,low
