circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,detection_accuracy,perf_snr,perf_sensitivity,perf_specificity,perf_response_time,env_total_stress
pTac,RBS8,LacZ,T5,AND_gate,chromosomal_multi_copy,0.3333333333333333,186.26536215140334,0.3333333333333333,0.0,80.94344344344344,0.16609464695740223
pTac,RBS8,RFP,T1,with_activator,high_copy_plasmid,0.3333333333333333,259.8702071122398,0.3333333333333333,0.0,79.47947947947948,0.18888367169544198
pTac,RBS8,RFP,T4,toggle_switch,very_high_copy,0.3333333333333333,185.77661363833204,0.3333333333333333,0.0,79.50450450450451,0.18735464321311665
pTac,RBS8,YFP,T2,with_activator,chromosomal_multi_copy,0.3333333333333333,166.34773391271463,0.3333333333333333,0.0,80.63063063063063,0.16711211185168465
pTet,RBS1,CFP,T6,simple,medium_copy_plasmid,0.3333333333333333,173.21971517908014,0.3333333333333333,0.0,79.26676676676676,0.19508976951106183
pTet,RBS2,BFP,T3,feedforward,genomic_integration,0.3333333333333333,193.3381921572102,0.3333333333333333,0.0,79.22922922922923,0.19076351823814283
pTet,RBS2,YFP,T1,feedforward,chromosomal_multi_copy,0.3333333333333333,195.09640461926074,0.3333333333333333,0.0,79.41691691691692,0.19187662930054708
pTet,RBS2,YFP,T3,NAND_gate,medium_copy_plasmid,0.6666666666666666,30.727085571311335,0.25,0.4166666666666667,26.68918918918919,0.17497421419398887
pTet,RBS3,CFP,T4,AND_gate,genomic_integration,0.3333333333333333,203.53914966286274,0.3333333333333333,0.0,79.6921921921922,0.19238575328151877
pTet,RBS3,YFP,T3,feedforward,high_copy_plasmid,0.3333333333333333,170.51156308866823,0.3333333333333333,0.0,80.13013013013013,0.169434763212276
pTet,RBS4,LacZ,T2,toggle_switch,chromosomal_multi_copy,0.3333333333333333,198.27954761733585,0.3333333333333333,0.0,80.05505505505506,0.181817631838475
pTet,RBS5,GFP,T6,feedforward,low_copy_plasmid,0.3333333333333333,187.80995745681722,0.3333333333333333,0.0,79.46696696696698,0.18958408801265736
pTet,RBS5,Venus,T2,NAND_gate,high_copy_plasmid,0.20833333333333334,173.38597779412717,0.20833333333333334,0.0,68.44344344344344,0.1725559166652757
pTet,RBS5,Venus,T5,feedforward,low_copy_plasmid,0.3333333333333333,164.6772844012291,0.3333333333333333,0.0,79.17917917917917,0.20524519620891668
pTet,RBS6,CFP,T5,toggle_switch,very_high_copy,0.3333333333333333,211.4072997122793,0.3333333333333333,0.0,78.6036036036036,0.20970086313326594
pTet,RBS6,YFP,T3,NAND_gate,medium_copy_plasmid,0.3333333333333333,248.65542506586405,0.3333333333333333,0.0,79.72972972972973,0.18882179501062854
pTet,RBS6,mCherry,T5,with_repressor,chromosomal_multi_copy,0.3333333333333333,219.68916817821585,0.3333333333333333,0.0,78.81631631631632,0.18990235639326003
pTet,RBS7,LacZ,T1,NAND_gate,very_low_copy,0.3333333333333333,234.1189114015892,0.3333333333333333,0.0,78.72872872872874,0.18888367169544198
pTet,RBS7,Venus,T3,NAND_gate,very_high_copy,0.3333333333333333,163.39709016129595,0.3333333333333333,0.0,80.13013013013013,0.18917061019980752
pTet,RBS7,mCherry,T2,autoregulation,genomic_integration,0.3333333333333333,181.3296336554803,0.3333333333333333,0.0,79.90490490490491,0.1797489325666017
pTet,RBS8,CFP,T2,with_repressor,very_low_copy,0.3333333333333333,258.90688623474335,0.3333333333333333,0.0,79.64214214214215,0.18375813526245366
pTet,RBS8,CFP,T6,simple,genomic_integration,0.3333333333333333,198.6784824092307,0.3333333333333333,0.0,78.84134134134135,0.18958408801265736
pTet,RBS8,GFP,T1,simple,very_high_copy,0.3333333333333333,173.07458372935307,0.3333333333333333,0.0,79.82982982982983,0.18363237902163024
pTet,RBS8,YFP,T3,autoregulation,very_low_copy,0.3333333333333333,220.47945633223335,0.3333333333333333,0.0,79.6921921921922,0.17799850167533113
